uuid,parameter,unit,value,frequency,date,longitude,latitude,height,validation,note
7b281dc9-b41f-4ca8-8629-91419f756680,PM2.5,,17.5517,,2022-03-25T07:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,SO2,,-1.0,,2022-03-25T07:00:00.0,11.3399722222222,46.4954722222222,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,CO,,-1.0,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,GAMMA,,0.13,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,NO2,,25.8757,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,O3,,43.664,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,PM10,,-1.0,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,PM2.5,,-1.0,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,SO2,,-1.0,,2022-03-25T07:00:00.0,11.3419722222222,46.4991666666667,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,CO,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,GAMMA,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,NO2,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,O3,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,PM10,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,PM2.5,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,SO2,,-1.0,,2022-03-25T07:00:00.0,11.2271111111111,46.2673333333333,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,CO,,-1.0,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,GAMMA,,-1.0,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,NO2,,30.4996,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,O3,,24.48,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,PM10,,24.8933,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,PM2.5,,-1.0,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,SO2,,-1.0,,2022-03-25T07:00:00.0,11.2232416666667,46.2640638888889,,,
98312816-ce65-4283-bb53-b9829e76e8b2,CO,,-1.0,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,GAMMA,,0.14,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,NO2,,37.711,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,O3,,5.8633,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,PM10,,25.9733,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,PM2.5,,20.1817,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,SO2,,-1.0,,2022-03-25T07:00:00.0,10.8590555555555,46.6194722222222,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,CO,,-1.0,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,NO2,,28.8744,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,O3,,29.2267,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,PM10,,17.815,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,PM2.5,,6.8367,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,SO2,,-1.0,,2022-03-25T07:00:00.0,11.3401388888889,46.4348333333333,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,CO,,-1.0,,2022-03-25T07:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,NO2,,49.3073,,2022-03-25T07:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,O3,,16.33,,2022-03-25T07:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,PM10,,20.3833,,2022-03-25T07:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,PM2.5,,12.4167,,2022-03-25T07:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,SO2,,-1.0,,2022-03-25T07:00:00.0,11.161625,46.662,,,
fedd6599-112a-434d-831f-e548b66baba4,CO,,-1.0,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,NO2,,81.1039,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,O3,,11.5033,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,PM10,,25.2117,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,PM2.5,,15.295,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,SO2,,-1.0,,2022-03-25T07:00:00.0,11.2375277777778,46.2888888888889,,,
b30595ec-5274-4462-a1ab-5081eba0f958,CO,,-1.0,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,NO2,,76.2251,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,O3,,3.1867,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,PM10,,25.9333,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,PM2.5,,20.2167,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,SO2,,-1.0,,2022-03-25T07:00:00.0,11.2669166666667,46.3209722222222,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,CO,,-1.0,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,GAMMA,,-1.0,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,NO2,,54.151,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,O3,,19.7967,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,PM10,,28.3183,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,PM2.5,,-1.0,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,SO2,,-1.0,,2022-03-25T07:00:00.0,11.3441944444444,46.4878888888889,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,CO,,-1.0,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,GAMMA,,0.13,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,NO2,,7.2497,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,O3,,105.7433,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,PM10,,13.9783,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,PM2.5,,-1.0,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,SO2,,-1.0,,2022-03-25T07:00:00.0,11.4331666666667,46.5896666666667,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,CO,,-1.0,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,NO2,,69.7848,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,O3,,5.692,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,PM10,,23.5933,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,PM2.5,,16.5533,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,SO2,,-1.0,,2022-03-25T08:00:00.0,11.2793333333333,46.3436527777778,,,
70e20000-2aad-4034-8505-af1d50a88eae,CO,,-1.0,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,NO2,,78.3442,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,O3,,4.78,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,PM10,,36.97,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,PM2.5,,23.9283,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,SO2,,-1.0,,2022-03-25T08:00:00.0,11.6333055555556,46.6875555555555,,,
58688d1c-120c-4b84-9555-31a31af6df73,CO,,-1.0,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,GAMMA,,0.11,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,NO2,,31.6054,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,O3,,20.45,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,PM10,,45.4283,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,SO2,,-1.0,,2022-03-25T08:00:00.0,11.9440277777778,46.7973472222222,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,CO,,-1.0,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,GAMMA,,0.12,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,NO2,,40.1934,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,O3,,14.6233,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,PM10,,33.9317,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,SO2,,-1.0,,2022-03-25T08:00:00.0,11.6540833333333,46.7149166666667,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,CO,,-1.0,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,NO2,,70.1322,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,O3,,-1.0,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,PM10,,35.405,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,PM2.5,,20.1183,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
ad4b0864-e4c9-4ac4-aa25-c78a0685e657,SO2,,-1.0,,2022-03-25T08:00:00.0,11.3418333333333,46.4823055555555,,,
7b281dc9-b41f-4ca8-8629-91419f756680,CO,,-1.0,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,NO2,,45.4387,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,O3,,-1.0,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,PM10,,33.5667,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,PM2.5,,19.6217,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
7b281dc9-b41f-4ca8-8629-91419f756680,SO2,,-1.0,,2022-03-25T08:00:00.0,11.3399722222222,46.4954722222222,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,CO,,-1.0,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,GAMMA,,0.13,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,NO2,,31.3249,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,O3,,38.0167,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,PM10,,-1.0,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
ae1f7fa1-9874-4f7a-afac-9866724e5f43,SO2,,-1.0,,2022-03-25T08:00:00.0,11.3419722222222,46.4991666666667,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,CO,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,GAMMA,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,NO2,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,O3,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,PM10,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
aa21bf78-7a3b-4047-acac-30e11d54a638,SO2,,-1.0,,2022-03-25T08:00:00.0,11.2271111111111,46.2673333333333,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,CO,,-1.0,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,GAMMA,,-1.0,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,NO2,,54.492,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,O3,,11.53,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,PM10,,32.91,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
108bc9d1-cceb-4457-a004-c0438eb8daaa,SO2,,-1.0,,2022-03-25T08:00:00.0,11.2232416666667,46.2640638888889,,,
98312816-ce65-4283-bb53-b9829e76e8b2,CO,,-1.0,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,GAMMA,,0.13,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,NO2,,44.4508,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,O3,,13.8667,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,PM10,,38.2933,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,PM2.5,,28.1817,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
98312816-ce65-4283-bb53-b9829e76e8b2,SO2,,-1.0,,2022-03-25T08:00:00.0,10.8590555555555,46.6194722222222,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,CO,,-1.0,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,NO2,,53.1058,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,O3,,10.7633,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,PM10,,24.2617,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,PM2.5,,8.335,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
b02674bc-3a7b-4b73-8a8c-8932b80e6fdb,SO2,,-1.0,,2022-03-25T08:00:00.0,11.3401388888889,46.4348333333333,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,CO,,-1.0,,2022-03-25T08:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,NO2,,63.0801,,2022-03-25T08:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,O3,,11.4367,,2022-03-25T08:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,PM10,,33.4167,,2022-03-25T08:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,PM2.5,,19.6833,,2022-03-25T08:00:00.0,11.161625,46.662,,,
14c30fcb-c381-4657-8a36-cc45f0a3cd02,SO2,,-1.0,,2022-03-25T08:00:00.0,11.161625,46.662,,,
fedd6599-112a-434d-831f-e548b66baba4,CO,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,NO2,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,O3,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,PM10,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
fedd6599-112a-434d-831f-e548b66baba4,SO2,,-1.0,,2022-03-25T08:00:00.0,11.2375277777778,46.2888888888889,,,
b30595ec-5274-4462-a1ab-5081eba0f958,CO,,-1.0,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,NO2,,89.5453,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,O3,,4.8533,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,PM10,,30.3667,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,PM2.5,,21.25,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
b30595ec-5274-4462-a1ab-5081eba0f958,SO2,,-1.0,,2022-03-25T08:00:00.0,11.2669166666667,46.3209722222222,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,CO,,-1.0,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,GAMMA,,-1.0,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,NO2,,61.0629,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,O3,,12.4733,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,PM10,,30.84,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
f000376e-3d05-48d1-903e-1f94b7f3b616,SO2,,-1.0,,2022-03-25T08:00:00.0,11.3441944444444,46.4878888888889,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,CO,,-1.0,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,GAMMA,,0.13,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,NO2,,7.7085,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,O3,,106.13,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,PM10,,12.1883,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,PM2.5,,-1.0,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
3f946933-9a57-46fd-965e-7e0b3c5b5e85,SO2,,-1.0,,2022-03-25T08:00:00.0,11.4331666666667,46.5896666666667,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,CO,,-1.0,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,NO2,,50.5597,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,O3,,28.52,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,PM10,,20.67,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,PM2.5,,13.9683,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
a40d1017-0fb1-433e-ab24-70f16cea1ab8,SO2,,-1.0,,2022-03-25T09:00:00.0,11.2793333333333,46.3436527777778,,,
70e20000-2aad-4034-8505-af1d50a88eae,CO,,-1.0,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,NO2,,53.8324,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,O3,,18.7667,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,PM10,,38.6483,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,PM2.5,,26.7817,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
70e20000-2aad-4034-8505-af1d50a88eae,SO2,,-1.0,,2022-03-25T09:00:00.0,11.6333055555556,46.6875555555555,,,
58688d1c-120c-4b84-9555-31a31af6df73,CO,,-1.0,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,GAMMA,,0.11,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,NO2,,21.9153,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,O3,,39.8967,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,PM10,,40.46,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,PM2.5,,-1.0,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
58688d1c-120c-4b84-9555-31a31af6df73,SO2,,-1.0,,2022-03-25T09:00:00.0,11.9440277777778,46.7973472222222,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,CO,,-1.0,,2022-03-25T09:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,GAMMA,,0.12,,2022-03-25T09:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,NO2,,24.1868,,2022-03-25T09:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,O3,,35.83,,2022-03-25T09:00:00.0,11.6540833333333,46.7149166666667,,,
bf371609-82df-4349-93c1-9d6f4bdfa3e9,PM10,,33.95,,2022-03-25T09:00:00.0,11.6540833333333,46.7149166666667,,,
